adjustment_id,room_id,room,receipt_id,receipt_number,receipt_received_utc,receipt_received_pacific,receipt_crop_year,receipt_is_test,receipt_is_deleted,adjustment_grower_lot_id,grower,grower_lot,FruitProfileId,variety,IsOrganic,adjustment_crop_year,quantity,OldBinCount,NewBinCount,transaction_type,Source,Reason,Notes,RoomDepletionId,depletion_receipt_id,BinCountDepleted,DepletedAt,IsVoided,RoomTransferId,ActualRunId,ActualRunRevisionId,bins_run_links,AdjustmentAt,adjustment_pacific,CreatedAt,CreatedByUserId,InventoryInvariantVersion,InventoryOperationKey,boundary_receipt_id,boundary_utc,boundary_pacific,before_boundary
33,15,Evans-5,,,,,,,,130,GA Orchard,1560,13,PINK,f,2025,78,,78,StartingInventoryImport,Current Inventory Baseline,Current Inventory Baseline,Current inventory baseline imported from Current Inventory Baseline; Crop year 2025; status -; Crop QC room Evans-5; Compu-Tech room evanca05; mapped to master room EVANS-5.,,,,,,,,,10:78:2026-07-23 22:32:00+00:f:,2026-06-18 00:00:00+00,2026-06-17 17:00:00,2026-06-19 04:16:37.582604+00,1,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
63,15,Evans-5,,,,,,,,130,GA Orchard,1560,13,PINK,f,,-78,78,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,10:78:2026-07-23 22:32:00+00:f:,2026-07-23 22:32:00+00,2026-07-23 15:32:00,2026-07-23 15:32:46.743268+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
34,15,Evans-5,,,,,,,,236,MFR - Leibbrand,9455,13,PINK,f,2025,2,,2,StartingInventoryImport,Current Inventory Baseline,Current Inventory Baseline,Current inventory baseline imported from Current Inventory Baseline; Crop year 2025; status -; Crop QC room Evans-5; Compu-Tech room evanca05; mapped to master room EVANS-5.,,,,,,,,,12:2:2026-07-23 22:32:00+00:f:,2026-06-18 00:00:00+00,2026-06-17 17:00:00,2026-06-19 04:16:37.582604+00,1,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
65,15,Evans-5,,,,,,,,236,MFR - Leibbrand,9455,13,PINK,f,,-2,2,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,12:2:2026-07-23 22:32:00+00:f:,2026-07-23 22:32:00+00,2026-07-23 15:32:00,2026-07-23 15:32:59.952316+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
10,10,Lamb-17,3,DS001,2026-06-09 15:24:00+00,2026-06-09 08:24:00,2025,f,f,215,MFR - FUJI ORCH-BLK B,1020,13,PINK,f,,0,226,226,ReceiptEdit,Admin receipt correction,Admin receipt correction,Admin corrected receipt DS001; current bins set to 226.,,,,,,,,,,2026-06-17 20:27:39.940027+00,2026-06-17 13:27:39.940027,2026-06-17 20:27:39.940035+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
45,10,Lamb-17,,,,,,,,215,MFR - FUJI ORCH-BLK B,1020,13,PINK,f,2025,559,,559,StartingInventoryImport,Current Inventory Baseline,Current Inventory Baseline,Current inventory baseline imported from Current Inventory Baseline; Crop year 2025; status -; Crop QC room Lamb-17; Compu-Tech room Lambca17; mapped to master room LAMB-17.,,,,,,,,,16:559:2026-07-23 22:36:00+00:f:,2026-06-18 00:00:00+00,2026-06-17 17:00:00,2026-06-19 04:16:37.582604+00,1,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
69,10,Lamb-17,,,,,,,,215,MFR - FUJI ORCH-BLK B,1020,13,PINK,f,,-559,559,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,16:559:2026-07-23 22:36:00+00:f:,2026-07-23 22:36:00+00,2026-07-23 15:36:00,2026-07-23 15:36:33.123145+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
11,10,Lamb-17,4,DS002,2026-06-09 16:38:00+00,2026-06-09 09:38:00,2025,f,f,219,MFR - FUJI ORCH-BLK E,1050,13,PINK,f,,0,1359,1359,ReceiptEdit,Admin receipt correction,Admin receipt correction,Admin corrected receipt DS002; current bins set to 1359.,,,,,,,,,,2026-06-17 20:28:27.183323+00,2026-06-17 13:28:27.183323,2026-06-17 20:28:27.183332+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
46,10,Lamb-17,,,,,,,,219,MFR - FUJI ORCH-BLK E,1050,13,PINK,f,2025,1359,,1359,StartingInventoryImport,Current Inventory Baseline,Current Inventory Baseline,Current inventory baseline imported from Current Inventory Baseline; Crop year 2025; status -; Crop QC room Lamb-17; Compu-Tech room Lambca17; mapped to master room LAMB-17.,,,,,,,,,17:1359:2026-07-23 22:36:00+00:f:,2026-06-18 00:00:00+00,2026-06-17 17:00:00,2026-06-19 04:16:37.582604+00,1,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
70,10,Lamb-17,,,,,,,,219,MFR - FUJI ORCH-BLK E,1050,13,PINK,f,,-1359,1359,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,17:1359:2026-07-23 22:36:00+00:f:,2026-07-23 22:36:00+00,2026-07-23 15:36:00,2026-07-23 15:36:39.955963+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
53,7,Lamb Street 14,53,108832,2026-07-01 11:43:00+00,2026-07-01 04:43:00,2025,f,f,280,OMAK AIRPORT-STAYMAN,1127,5,HONY,f,2025,36,,36,ReceiptAdd,Receiving inventory added,Receiving inventory added,Receipt 108832 added 36 bins to LAMB-14.,,,,,,,,,27:36:2026-07-23 22:45:00+00:f:53,2026-07-01 11:43:00+00,2026-07-01 04:43:00,2026-07-01 19:38:28.761368+00,3,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
80,7,Lamb Street 14,53,108832,2026-07-01 11:43:00+00,2026-07-01 04:43:00,2025,f,f,280,OMAK AIRPORT-STAYMAN,1127,5,HONY,f,,-36,36,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,27:36:2026-07-23 22:45:00+00:f:53,2026-07-23 22:45:00+00,2026-07-23 15:45:00,2026-07-23 15:45:27.218507+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
22,7,Lamb Street 14,15,LS007,2026-06-11 20:42:00+00,2026-06-11 13:42:00,2025,f,f,87,DENNIS BURKS - PESCIALLO,9490,14,RED,f,,0,144,144,ReceiptEdit,Admin receipt correction,Admin receipt correction,Admin corrected receipt LS007; current bins set to 144.,,,,,,,,,23:144:2026-07-23 22:44:00+00:f:15,2026-06-17 20:35:28.591801+00,2026-06-17 13:35:28.591801,2026-06-17 20:35:28.59181+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
23,7,Lamb Street 14,16,LS008,2026-06-11 21:52:00+00,2026-06-11 14:52:00,2025,f,f,87,DENNIS BURKS - PESCIALLO,9490,14,RED,f,,0,144,144,ReceiptEdit,Admin receipt correction,Admin receipt correction,Admin corrected receipt LS008; current bins set to 144.,,,,,,,,,24:144:2026-07-23 22:45:00+00:f:16,2026-06-17 20:35:52.504571+00,2026-06-17 13:35:52.504571,2026-06-17 20:35:52.504581+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
76,7,Lamb Street 14,15,LS007,2026-06-11 20:42:00+00,2026-06-11 13:42:00,2025,f,f,87,DENNIS BURKS - PESCIALLO,9490,14,RED,f,,-144,144,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,23:144:2026-07-23 22:44:00+00:f:15,2026-07-23 22:44:00+00,2026-07-23 15:44:00,2026-07-23 15:45:00.934944+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
77,7,Lamb Street 14,16,LS008,2026-06-11 21:52:00+00,2026-06-11 14:52:00,2025,f,f,87,DENNIS BURKS - PESCIALLO,9490,14,RED,f,,-144,144,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,24:144:2026-07-23 22:45:00+00:f:16,2026-07-23 22:45:00+00,2026-07-23 15:45:00,2026-07-23 15:45:07.331177+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
24,7,Lamb Street 14,17,LS009,2026-06-11 22:18:00+00,2026-06-11 15:18:00,2025,f,f,202,MFR - AICHELE,9600,14,RED,f,,0,101,101,ReceiptEdit,Admin receipt correction,Admin receipt correction,Admin corrected receipt LS009; current bins set to 101.,,,,,,,,,,2026-06-17 20:36:11.884344+00,2026-06-17 13:36:11.884344,2026-06-17 20:36:11.884354+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
25,7,Lamb Street 14,17,LS009,2026-06-11 22:18:00+00,2026-06-11 15:18:00,2025,f,f,251,MFR - SONBAY,9660,14,RED,f,,0,101,101,ReceiptEdit,Admin receipt correction,Admin receipt correction,Admin corrected receipt LS009; current bins set to 101.,,,,,,,,,25:101:2026-07-23 22:45:00+00:f:17,2026-06-17 20:36:35.064715+00,2026-06-17 13:36:35.064715,2026-06-17 20:36:35.064725+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
26,7,Lamb Street 14,18,LS010,2026-06-11 22:43:00+00,2026-06-11 15:43:00,2025,f,f,251,MFR - SONBAY,9660,14,RED,f,,0,101,101,ReceiptEdit,Admin receipt correction,Admin receipt correction,Admin corrected receipt LS010; current bins set to 101.,,,,,,,,,26:101:2026-07-23 22:45:00+00:f:18,2026-06-17 20:36:51.518988+00,2026-06-17 13:36:51.518988,2026-06-17 20:36:51.518996+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
78,7,Lamb Street 14,17,LS009,2026-06-11 22:18:00+00,2026-06-11 15:18:00,2025,f,f,251,MFR - SONBAY,9660,14,RED,f,,-101,101,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,25:101:2026-07-23 22:45:00+00:f:17,2026-07-23 22:45:00+00,2026-07-23 15:45:00,2026-07-23 15:45:13.585081+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
79,7,Lamb Street 14,18,LS010,2026-06-11 22:43:00+00,2026-06-11 15:43:00,2025,f,f,251,MFR - SONBAY,9660,14,RED,f,,-101,101,0,BinsRun,Bins Run,BinsRun,Room Cleared,,,,,,,,,26:101:2026-07-23 22:45:00+00:f:18,2026-07-23 22:45:00+00,2026-07-23 15:45:00,2026-07-23 15:45:20.016882+00,2,0,,99,2026-07-28 15:36:00+00,2026-07-28 08:36:00,t
